3272.21,13.57
2534.72,-7.28
1761.47,5.58
1179.19,4.00
804.83,15.04
575.67,-12.83
534.54,14.03
448.09,8.12
620.71,1.76
771.40,-15.77
806.68,-12.29
1184.20,-15.79
621.01,-5.80
344.62,-9.50
417.66,-8.12
393.03,-7.10
467.74,-8.41
501.00,-13.67
493.92,11.54
450.56,-7.68
458.58,-4.95
483.02,2.25
595.64,-13.17
1141.09,-12.58
1314.81,-11.58
1259.95,-16.90
1328.13,-28.34
1268.03,-35.74
1232.73,-45.73
1248.72,-55.98
1217.95,-60.23
1432.32,-36.07
1053.99,-17.99
1422.03,-31.96
1142.39,-30.79
861.74,-33.92
982.45,-41.35
1218.20,-55.84
1131.46,-57.35
1423.08,-31.64
806.31,-59.32
1275.53,-28.16
1272.46,-22.66
680.02,-19.29
243.54,-27.24
136.82,-12.73
130.43,-10.96
113.07,-13.15
99.81,-19.11
109.22,-13.33
60.85,1.00
37.20,-38.91
25.82,-12.52
25.12,-19.07
25.13,-22.93
26.31,-3.62
27.02,-16.89
27.74,-14.20
29.59,-21.42
29.68,4.34
30.45,-0.47
27.54,-2.43
30.96,-16.15
29.20,-3.93
27.80,12.38
28.92,19.68
30.83,3.40
31.37,15.28
29.72,29.43
31.88,16.61
27.93,11.32
30.49,29.93
28.24,-17.30
28.17,-1.82
29.34,17.52
30.30,21.18
30.29,7.25
33.44,22.18
30.50,18.71
27.98,23.15
31.61,28.64
33.08,21.98
31.30,18.26
31.67,24.24
32.08,16.17
32.01,27.36
31.68,27.35
30.70,31.60
31.80,20.91
31.39,12.06
30.00,17.89
32.15,16.42
29.98,29.41
34.63,16.57
30.04,15.76
28.66,34.02
31.31,23.04
30.47,27.23
28.86,18.12
32.89,27.48
22.80,23.41
21.60,15.62
20.11,6.90
20.94,-5.48
21.21,-2.67
20.06,9.92
20.48,12.56
20.97,9.24
20.35,14.51
20.44,1.74
20.48,7.49
20.27,4.91
19.84,7.50
20.31,6.71
21.41,5.69
19.92,2.00
18.95,-6.37
19.88,-4.22
19.25,2.34
19.54,-2.19
18.66,-0.64
19.80,-6.16
18.46,-6.79
18.54,2.62
19.61,1.69
18.80,9.25
18.55,-0.31
18.08,6.35
18.60,-1.47
18.26,8.96
18.00,5.09
18.41,6.40
18.21,9.36
17.76,16.43
17.73,17.23
17.93,1.79
16.73,9.87
17.15,10.98
17.47,11.74
17.90,-7.50
16.93,6.95
17.23,15.01
17.60,-1.38
16.92,12.10
16.39,8.33
17.70,10.34
17.46,-3.30
16.46,10.79
17.22,16.15
17.01,6.10
23.70,6.52
23.48,-4.19
22.15,15.50
23.16,15.74
22.37,26.72
21.34,13.84
22.37,13.78
21.01,3.84
21.12,3.42
21.93,7.15
20.58,21.97
21.14,8.03
20.42,15.55
19.43,20.98
20.85,12.23
20.52,15.62
20.69,23.86
20.33,21.39
20.38,21.74
19.97,17.18
19.31,24.48
19.13,26.05
20.20,34.61
18.62,40.89
19.25,41.47
19.48,47.17
19.06,38.57
18.63,39.80
20.28,39.47
19.12,37.48
19.76,29.76
18.77,19.35
19.36,20.74
19.68,20.49
19.31,27.11
18.80,17.01
19.35,27.99
18.68,34.76
19.70,23.87
18.71,28.22
18.54,37.26
18.29,36.43
17.57,29.46
18.32,28.05
18.71,22.81
19.01,32.34
18.38,29.70
17.88,32.37
17.58,28.07
18.36,36.00
21.10,31.53
20.24,45.11
18.02,20.66
17.77,50.01
18.51,37.12
18.73,34.79
17.35,45.20
16.49,43.89
17.68,52.23
17.03,46.24
16.77,50.87
15.59,43.22
15.37,43.25
15.72,47.59
14.58,38.71
14.90,49.43
15.47,48.24
15.10,50.02
15.53,44.84
14.16,48.48
14.50,40.54
14.87,36.86
15.29,37.20
14.39,36.24
14.19,48.76
14.37,35.17
13.10,51.11
13.70,46.35
13.80,48.01
14.12,41.30
13.96,45.44
13.18,40.40
14.15,46.81
13.81,46.98
13.80,50.22
12.72,42.93
13.37,48.24
13.82,41.29
12.99,48.12
12.89,42.28
12.68,52.86
12.79,50.86
12.96,54.45
12.56,50.13
12.72,41.51
13.20,54.77
12.76,54.59
12.54,48.59
12.14,44.39
12.94,50.92
19.73,46.84
18.11,41.91
17.49,36.35
16.82,13.15
17.39,22.86
16.99,54.12
15.98,51.94
16.64,51.46
16.11,48.66
16.13,40.73
15.75,43.93
15.98,44.33
15.22,45.88
15.36,55.80
15.26,49.41
14.04,51.92
14.82,55.77
13.79,51.36
13.86,50.66
13.85,55.25
14.75,44.27
13.96,47.45
13.48,55.22
14.06,42.63
13.51,51.74
13.62,57.46
13.81,59.80
12.70,54.63
12.94,52.22
13.25,56.51
13.12,53.79
12.68,55.97
12.85,56.84
12.78,49.49
13.23,57.11
13.21,54.89
12.96,49.39
12.60,53.37
12.59,59.09
12.20,51.46
12.25,58.52
12.06,46.97
12.09,35.04
12.14,49.60
11.77,55.33
12.15,50.90
12.08,56.54
11.95,55.10
11.35,55.91
11.27,60.13
17.23,55.89
15.95,45.12
14.69,56.37
14.89,52.50
13.86,50.48
15.05,46.61
13.78,49.22
13.44,35.84
14.17,31.89
13.69,44.05
14.05,43.95
13.68,45.15
13.70,55.00
12.68,38.45
13.01,47.93
12.89,53.49
13.90,50.03
12.52,46.38
12.46,48.40
12.95,49.93
12.76,52.77
12.65,44.88
12.11,53.78
12.52,59.81
12.39,50.30
12.30,54.69
11.50,60.78
11.57,60.33
12.20,52.66
12.15,55.76
11.76,60.42
12.23,56.92
11.89,53.50
11.02,51.62
12.04,55.56
11.61,57.05
11.18,58.17
12.07,54.19
11.53,56.90
11.51,54.92
11.61,52.90
10.87,53.01
11.10,52.62
11.35,36.36
10.83,57.17
11.10,58.98
11.39,48.75
10.98,59.22
11.24,60.97
10.62,57.19
16.96,57.04
15.15,57.12
14.52,59.39
14.72,55.55
14.69,53.39
14.33,57.65
13.04,54.15
13.94,54.48
13.42,53.54
13.97,56.65
12.99,58.28
13.12,53.44
12.99,62.27
12.44,60.00
13.31,60.92
12.56,59.42
13.19,58.63
12.63,57.21
12.64,51.52
12.49,53.50
12.18,59.28
12.20,40.91
12.31,53.97
13.06,56.27
12.33,55.01
12.35,52.82
12.35,57.96
11.52,48.08
11.70,57.61
12.17,58.02
12.60,52.30
11.62,53.38
11.63,51.48
11.83,59.68
11.58,53.98
11.58,56.50
12.15,55.04
11.67,56.84
11.92,55.98
12.15,59.19
11.50,62.46
11.40,52.87
11.40,55.51
11.48,62.09
11.58,59.36
11.26,57.31
11.70,53.02
11.18,57.11
11.36,47.97
11.41,56.52
17.74,59.59
16.46,40.36
16.20,56.45
15.76,58.67
15.64,57.43
15.02,59.43
15.19,57.66
14.25,57.32
14.13,57.13
14.48,58.76
14.56,58.89
13.56,57.51
13.72,62.57
14.14,57.64
13.88,61.10
13.93,56.64
14.36,51.07
13.78,54.18
12.62,57.64
13.35,61.56
13.03,58.29
13.97,58.98
13.01,49.87
13.56,58.18
12.57,56.46
13.39,59.03
13.23,59.37
12.48,59.55
13.12,57.40
13.31,58.17
12.93,54.52
13.21,63.27
12.33,62.70
12.83,58.48
12.21,66.04
12.43,63.04
12.62,57.30
13.26,48.43
12.61,56.84
